"game"|"show"|"date"|"comments"|"first"|"last"|"occupation"|"from"|"final"|"coryat"|"right"|"wrong"|"round1"|"round2"|"round3"
52|4647|2004-11-16|"2004 College Championship quarterfinal game 5."|"Brad"|"Selvig"|"Sophomore At Florida State"|"Jacksonville, Florida"|0|5400|8|1|3400|5400|0
52|4647|2004-11-16|"2004 College Championship quarterfinal game 5."|"Rachel"|"Mccool"|"Sophomore At Dickinson College"|"Pittsburgh, Pennsylvania"|22100|16800|26|3|5400|19600|22100
53|4648|2004-11-17|"2004 College Championship semifinal game 1."|"Vicky"|"Manos"|"Sophomore At ST. John’s University"|"Levittown, New York"|0|7600|11|1|3200|7600|0
53|4648|2004-11-17|"2004 College Championship semifinal game 1."|"Ari"|"Schoenholtz"|"Senior At Williams College"|"Bethesda, Maryland"|21601|15800|17|3|4200|13300|21601
53|4648|2004-11-17|"2004 College Championship semifinal game 1."|"Casey"|"Retterer"|"Sophomore At The University Of Maryland"|"Olney, Maryland"|15933|12000|23|7|9200|10800|15933
54|4649|2004-11-18|"2004 College Championship semifinal game 2."|"Amory"|"Jendrek"|"Freshman At Davidson College"|"Knoxville, Tennessee"|21200|10600|12|2|3400|10600|21200
54|4649|2004-11-18|"2004 College Championship semifinal game 2."|"Rachel"|"Mccool"|"Sophomore At Dickinson College"|"Pittsburgh, Pennsylvania"|23600|16400|25|2|6400|16800|23600
54|4649|2004-11-18|"2004 College Championship semifinal game 2."|"Lily"|"Wang"|"Junior At Columbia University"|"Plano, Texas"|21201|10400|17|4|6000|13000|21201
55|4650|2004-11-19|"2004 College Championship semifinal game 3."|"Lindsey"|"Hargrove"|"Senior At The University Of Texas"|"Bellaire, Texas"|2|8600|12|2|2200|9000|2
55|4650|2004-11-19|"2004 College Championship semifinal game 3."|"Kelley"|"Burd"|"Junior At West Virginia University"|"Bristol, West Virginia"|15600|7800|14|2|5400|7800|15600
55|4650|2004-11-19|"2004 College Championship semifinal game 3."|"Kermin"|"Fleming"|"Junior At Carnegie Mellon University"|"Lexington, Kentucky"|29241|27400|30|1|7400|28200|29241
56|4651|2004-11-22|"2004 College Championship final game 1."|"Ari"|"Schoenholtz"|"Senior At Williams College"|"Bethesda, Maryland"|2600|8800|10|1|1200|8800|2600
56|4651|2004-11-22|"2004 College Championship final game 1."|"Rachel"|"Mccool"|"Sophomore At Dickinson College"|"Pittsburgh, Pennsylvania"|2000|5800|14|4|5000|5800|2000
56|4651|2004-11-22|"2004 College Championship final game 1."|"Kermin"|"Fleming"|"Junior At Carnegie Mellon University"|"Lexington, Kentucky"|13800|15800|25|3|9400|17400|13800
58|4653|2004-11-24|"Ken Jennings game 71. Ken sets a new second-highest single-day cash winnings record of $55,099."|"Dan"|"Ford"|"An Editor"|"Arlington, Virginia"|1900|2600|7|1|1800|2600|1900
58|4653|2004-11-24|"Ken Jennings game 71. Ken sets a new second-highest single-day cash winnings record of $55,099."|"Lisa"|"Buckhout"|"Research Associate Originally"|"Niagara Falls, New York"|1400|1400|4|1|3400|1400|1400
58|4653|2004-11-24|"Ken Jennings game 71. Ken sets a new second-highest single-day cash winnings record of $55,099."|"Ken"|"Jennings"|"Software Engineer"|"Salt Lake City, Utah"|55099|36200|43|2|15000|44800|55099
59|4654|2004-11-25|"Ken Jennings game 72."|"Whitney"|"Donaghy"|"An Illustrations Coordinator"|"Manassas, Virginia"|3000|9400|11|2|3400|3200|3000
59|4654|2004-11-25|"Ken Jennings game 72."|"Philip"|"Graves"|"An It Consultant"|"Somerset, New Jersey"|200|2600|4|1|200|2600|200
59|4654|2004-11-25|"Ken Jennings game 72."|"Ken"|"Jennings"|"Software Engineer"|"Salt Lake City, Utah"|50000|29400|38|2|12600|38400|50000
60|4655|2004-11-26|"Ken Jennings game 73."|"Sanda"|"Kurtz"|"Price Protection Manager"|"Miami Beach, Florida"|1981|2000|9|3|2000|2000|1981
60|4655|2004-11-26|"Ken Jennings game 73."|"Andrew"|"Smith"|"An Online High School Teacher"|"Lake Elizabeth, California"|6007|4800|10|3|1600|6000|6007
60|4655|2004-11-26|"Ken Jennings game 73."|"Ken"|"Jennings"|"Software Engineer"|"Salt Lake City, Utah"|31600|31600|38|3|12600|40800|31600
61|4656|2004-11-29|"Ken Jennings game 74."|"Kathi"|"Fry"|"Physician"|"Scottsdale, Arizona"|0|400|1|2|400|400|0
61|4656|2004-11-29|"Ken Jennings game 74."|"Rob"|"Kimbro"|"Theater Director And Stay-At-Home Dad"|"Princeton, New Jersey"|900|14600|24|7|1400|8400|900
61|4656|2004-11-29|"Ken Jennings game 74."|"Ken"|"Jennings"|"Software Engineer"|"Salt Lake City, Utah"|29000|22600|27|1|9200|23200|29000
62|4657|2004-11-30|"Ken Jennings game 75. Nancy Zerg ends Ken's streak. (Jerry Seinfield: The Seinfeld gang is out of jail--) (George Costanza: --and coming to Jeopardy!--) (Cosmo Kramer: --for a category.) (Elaine Benes: Stay tuned!)"|"David"|"Hankins"|"College Student"|"Minneapolis, Minnesota"|-2800|-2800|7|5|400|2800|2800
62|4657|2004-11-30|"Ken Jennings game 75. Nancy Zerg ends Ken's streak. (Jerry Seinfield: The Seinfeld gang is out of jail--) (George Costanza: --and coming to Jeopardy!--) (Cosmo Kramer: --for a category.) (Elaine Benes: Stay tuned!)"|"Nancy"|"Zerg"|"Realtor"|"Ventura, California"|14401|10000|10|1|4800|10000|14401
62|4657|2004-11-30|"Ken Jennings game 75. Nancy Zerg ends Ken's streak. (Jerry Seinfield: The Seinfeld gang is out of jail--) (George Costanza: --and coming to Jeopardy!--) (Cosmo Kramer: --for a category.) (Elaine Benes: Stay tuned!)"|"Ken"|"Jennings"|"Software Engineer"|"Salt Lake City, Utah"|8799|22400|29|4|10600|14400|8799
63|4658|2004-12-01|"Ken Jennings is brought out at the beginning to be recognized for his place in game show history."|"Katie"|"Fitzgerald"|"Wealth Management Project Analyst Originally"|"New Rochelle, New York"|13400|14200|17|1|6200|14200|13400
63|4658|2004-12-01|"Ken Jennings is brought out at the beginning to be recognized for his place in game show history."|"Nathan"|"Brownback"|"Research Assistant"|"Washington, D.C."|199|7200|15|7|1600|5300|199
63|4658|2004-12-01|"Ken Jennings is brought out at the beginning to be recognized for his place in game show history."|"Nancy"|"Zerg"|"Realtor"|"Ventura, California"|2|7400|13|4|3800|5200|2
64|4659|2004-12-02|""|"Josh"|"Kolchins"|"Homeland Security Consultant"|"Bethesda, Maryland"|400|8000|16|4|3200|8400|400
64|4659|2004-12-02|""|"Sherri"|"Benoun"|"Planning Clerk"|"Anaheim, California"|1|10600|15|6|800|5600|1
64|4659|2004-12-02|""|"Katie"|"Fitzgerald"|"Wealth Management Project Analyst Originally"|"New Rochelle, New York"|16801|16000|21|1|6400|16000|16801
65|4660|2004-12-03|""|"Kord"|"Heinemann"|"Truck Driver"|"Allentown, Pennsylvania"|-800|-1200|13|12|1200|800|800
65|4660|2004-12-03|""|"Pete"|"Deballi"|"An Anesthesiologist"|"Titusville, Florida"|16200|13200|18|2|3600|13200|16200
65|4660|2004-12-03|""|"Katie"|"Fitzgerald"|"Wealth Management Project Analyst Originally"|"New Rochelle, New York"|0|3800|13|5|4600|4600|0
66|4661|2004-12-06|""|"Andy"|"Zimdars"|"Graduate Student"|"Menlo Park, California"|21199|20200|26|4|9400|24000|21199
66|4661|2004-12-06|""|"Dennis"|"Grace"|"An Engineer"|"West Bloomfield, Michigan"|25000|12600|19|3|4600|13400|25000
66|4661|2004-12-06|""|"Pete"|"Deballi"|"An Anesthesiologist"|"Titusville, Florida"|100|9000|14|3|5800|9000|100
67|4662|2004-12-07|""|"Shelley"|"Singh"|"House Painter"|"Plymouth Meeting, Pennsylvania"|8601|8200|16|6|1600|4400|8601
67|4662|2004-12-07|""|"Jackie"|"Cipa"|"Library Assistant"|"Pittsburgh, Pennsylvania"|8700|8600|19|3|5800|9200|8700
67|4662|2004-12-07|""|"Dennis"|"Grace"|"An Engineer"|"West Bloomfield, Michigan"|600|8800|10|4|2800|8600|600
68|4663|2004-12-08|""|"Megan"|"Susman"|"An Environmental Policy Specialist"|"Arlington, Virginia"|19599|16400|19|1|2800|22600|19599
68|4663|2004-12-08|""|"Alex"|"Bready"|"Law Student"|"Towson, Maryland"|12800|12600|20|3|8400|12800|12800
68|4663|2004-12-08|""|"Jackie"|"Cipa"|"Library Assistant"|"Pittsburgh, Pennsylvania"|0|1400|8|5|3000|1400|0
69|4664|2004-12-09|""|"Tom"|"Mccudden"|"Law Student"|"Durham, North Carolina"|40600|18400|32|3|16200|30600|40600
69|4664|2004-12-09|""|"Karen"|"Lafferty"|"Teacher"|"San Diego, California"|4950|4000|4|1|1200|2500|4950
69|4664|2004-12-09|""|"Megan"|"Susman"|"An Environmental Policy Specialist"|"Arlington, Virginia"|0|19600|19|0|5600|19600|0
70|4665|2004-12-10|""|"Colette"|"Moran"|"Stay-At-Home Mom"|"Chicago, Illinois"|400|1400|4|3|1000|400|400
70|4665|2004-12-10|""|"Robert"|"Bowsher"|"Software Engineer"|"Hilliard, Ohio"|6399|16000|17|3|6000|16000|6399
70|4665|2004-12-10|""|"Tom"|"Mccudden"|"Law Student"|"Durham, North Carolina"|2800|16800|30|5|12200|12800|2800
71|4666|2004-12-13|""|"David"|"Davalos"|"Playwright"|"New York, New York"|3999|8400|14|4|3200|5400|3999
71|4666|2004-12-13|""|"Snow"|"Tempest"|"Writer"|"Los Angeles, California"|3000|7600|12|4|0|3400|3000
71|4666|2004-12-13|""|"Robert"|"Bowsher"|"Software Engineer"|"Hilliard, Ohio"|27000|21000|29|2|9400|21000|27000
72|4667|2004-12-14|""|"Jerry"|"Mayer"|"Political Science Professor"|"Arlington, Virginia"|1|6600|9|3|200|6600|1
72|4667|2004-12-14|""|"Joel"|"Kahn"|"Physician"|"Irvine, California"|19000|14200|18|0|7000|18000|19000
72|4667|2004-12-14|""|"Robert"|"Bowsher"|"Software Engineer"|"Hilliard, Ohio"|0|19200|23|2|7400|9400|0
73|4668|2004-12-15|""|"Maureen"|"Mckay"|"Systems Engineer"|"Potomac Falls, Virginia"|600|5600|12|1|3200|3600|600
73|4668|2004-12-15|""|"Ethan"|"De Seife"|"Graduate Student"|"Madison, Wisconsin"|2|8200|13|4|0|7200|2
73|4668|2004-12-15|""|"Joel"|"Kahn"|"Physician"|"Irvine, California"|15200|15800|21|3|6200|15600|15200
74|4669|2004-12-16|""|"Cliff"|"Kowalczyk"|"Trucking Subcontractor"|"Lakewood, Ohio"|24600|12600|22|1|9400|14600|24600
74|4669|2004-12-16|""|"Grayson"|"Holmes"|"Legal Assistant"|"Washington, D.C."|29201|16600|17|3|3000|16100|29201
74|4669|2004-12-16|""|"Joel"|"Kahn"|"Physician"|"Irvine, California"|22600|14400|16|2|3600|11400|22600
75|4670|2004-12-17|""|"Harry"|"Sering"|"Retail Manager"|"Indianapolis, Indiana"|600|7800|13|4|1000|300|600
75|4670|2004-12-17|""|"Jennifer"|"West"|"Library Technician And Stage Manager"|"Salinas, California"|800|7600|14|1|2400|7600|800
75|4670|2004-12-17|""|"Grayson"|"Holmes"|"Legal Assistant"|"Washington, D.C."|15210|12400|20|10|600|11400|15210
76|4671|2004-12-20|""|"Lyle"|"Brenner"|"College Professor"|"Gainesville, Florida"|8800|13200|23|3|9600|14900|8800
76|4671|2004-12-20|""|"Michael"|"Kalk"|"Retired Programmer"|"Austin, Texas"|0|10200|12|2|5400|10200|0
76|4671|2004-12-20|""|"Grayson"|"Holmes"|"Legal Assistant"|"Washington, D.C."|2500|15000|18|5|1800|16200|2500
77|4672|2004-12-21|""|"Emily"|"Lawrence"|"An Attorney"|"Philadelphia, Pennsylvania"|5600|4800|11|2|2400|4800|5600
77|4672|2004-12-21|""|"Dale"|"Masel"|"Professor"|"Lancaster, Ohio"|10350|4800|9|3|4000|5200|10350
77|4672|2004-12-21|""|"Lyle"|"Brenner"|"College Professor"|"Gainesville, Florida"|9600|16800|26|3|9200|10300|9600
78|4673|2004-12-22|""|"David"|"Camp"|"Student"|"Charlottesville, Virginia"|5700|17800|17|3|2200|14200|5700
78|4673|2004-12-22|""|"Hugh"|"Price"|"An Engineer"|"Chevy Chase, Maryland"|10000|19800|28|3|9200|20000|10000
78|4673|2004-12-22|""|"Dale"|"Masel"|"Professor"|"Lancaster, Ohio"|5200|2600|9|2|1800|2600|5200
79|3072|1997-12-30|""|"Andrew"|"Locke"|"Lawyer"|"Etobicoke, Ontario, Canada"|5000|8000|23|2|4000|10000|5000
79|3072|1997-12-30|""|"Elaine"|"Lang"|"Public Relations Executive"|"Vienna, Virginia"|1|4800|11|0|2000|4800|1
79|3072|1997-12-30|""|"Janine"|"Menhennet"|"Homemaker"|"Pasadena, California"|12400|6900|18|2|1000|6400|12400
80|3073|1997-12-31|"Included \"Bonus\" category in the Double Jeopardy! Round."|"Nancy"|"Moeller"|"Homemaker"|"Atlanta, Georgia"|400|400|3|1|200|400|400
80|3073|1997-12-31|"Included \"Bonus\" category in the Double Jeopardy! Round."|"Brent"|"Winter"|"Fashion Editor"|"Atlanta, Georgia"|8500|7100|24|4|4700|5600|8500
80|3073|1997-12-31|"Included \"Bonus\" category in the Double Jeopardy! Round."|"Janine"|"Menhennet"|"Homemaker"|"Pasadena, California"|8300|5200|16|2|1400|4200|8300
81|731|1987-11-09|"1987 Tournament of Champions quarterfinal game 1."|"Eric"|"Berman"|"Journalist Originally"|"Crown Point, Indiana"|8401|5200|13|1|1200|5000|8401
81|731|1987-11-09|"1987 Tournament of Champions quarterfinal game 1."|"John"|"Podhoretz"|"Writer"|"Washington, D.C."|1599|800|9|7|800|800|1599
81|731|1987-11-09|"1987 Tournament of Champions quarterfinal game 1."|"Dave"|"Traini"|"Teacher"|"Medford Lakes, New Jersey"|8402|8000|22|3|600|8400|8402
82|4674|2004-12-23|"Aaron Thompson game 1."|"Jessica"|"Ayers"|"Tutor Originally"|"Walnut Ridge, Arkansas"|5599|2800|6|2|1600|2800|5599
82|4674|2004-12-23|"Aaron Thompson game 1."|"Aaron"|"Thompson"|"An Executive Assistant"|"Washington, D.C."|20000|19600|27|3|3200|18000|20000
82|4674|2004-12-23|"Aaron Thompson game 1."|"Hugh"|"Price"|"An Engineer"|"Chevy Chase, Maryland"|3999|15000|18|2|5400|20000|3999
83|732|1987-11-10|"1987 Tournament of Champions quarterfinal game 2."|"Michael"|"Galvin"|"Student"|"Shaker Heights, Ohio"|8600|7900|17|1|1800|7800|8600
83|732|1987-11-10|"1987 Tournament of Champions quarterfinal game 2."|"Frank"|"Hughes"|"An Account Executive"|"Torrance, California"|4900|5100|15|3|2100|4900|4900
83|732|1987-11-10|"1987 Tournament of Champions quarterfinal game 2."|"Richard"|"Cordray"|"Judicial Clerk"|"Grove City, Ohio"|9900|7600|21|2|3400|8000|9900
84|734|1987-11-12|"1987 Tournament of Champions quarterfinal game 4."|"Zeke"|"Sevilla"|"JR., Lawyer"|"Vienna, Virginia"|6000|5400|17|2|1300|6700|6000
84|734|1987-11-12|"1987 Tournament of Champions quarterfinal game 4."|"Keith"|"Walker"|"An Attorney"|"Pomona, California"|3500|6800|16|0|3000|6800|3500
84|734|1987-11-12|"1987 Tournament of Champions quarterfinal game 4."|"Bob"|"Verini"|"Playwright/Actor"|"New York, New York"|9400|6800|20|4|2800|5200|9400
85|733|1987-11-11|"1987 Tournament of Champions quarterfinal game 3."|"Jonathan"|"Fellows"|"Legislative Assistant Originally"|"Bellevue, Washington"|3399|5900|20|6|1900|7600|3399
85|733|1987-11-11|"1987 Tournament of Champions quarterfinal game 3."|"Keith"|"Bell"|"Personnel Specialist"|"Alexandria, Virginia"|0|3500|12|4|700|1200|0
85|733|1987-11-11|"1987 Tournament of Champions quarterfinal game 3."|"Eugene"|"Finerman"|"Writer"|"Chicago, Illinois"|3900|5900|16|3|1900|5900|3900
86|3075|1998-01-02|""|"Cathy"|"Shambaugh"|"Sixth Grade Teacher"|"Berea, Ohio"|4395|2800|10|2|1600|2200|4395
86|3075|1998-01-02|""|"Eric"|"Swanson"|"Data Coordinator"|"Washington, D.C."|7700|8100|19|1|1700|8100|7700
86|3075|1998-01-02|""|"Bill"|"Unterborn"|"Visual Merchandiser"|"Palmyra, New York"|8200|4900|15|5|500|4100|8200
87|4675|2004-12-24|"Aaron Thompson game 2."|"Catherine"|"Ewen"|"Recent Law School Graduate"|"Berkeley, California"|1|10200|14|1|5000|11400|1
87|4675|2004-12-24|"Aaron Thompson game 2."|"Paul"|"Boyer"|"Bartender Originally"|"Schenectady, New York"|14400|7400|10|1|3800|7400|14400
87|4675|2004-12-24|"Aaron Thompson game 2."|"Aaron"|"Thompson"|"An Executive Assistant"|"Washington, D.C."|25100|23200|29|5|2000|24100|25100
88|3141|1998-04-06|"Pat Healy game 5."|"Kathleen"|"Hennessey"|"Pollution Control Board Member"|"Western Springs, Illinois"|2800|1400|7|2|600|1400|2800
88|3141|1998-04-06|"Pat Healy game 5."|"Stephen"|"Mcnamara"|"System Manager"|"New York City, New York"|5400|4200|13|0|1600|4200|5400
88|3141|1998-04-06|"Pat Healy game 5."|"Pat"|"Healy"|"An Index Editor"|"Concord, California"|10202|13400|31|3|5100|11400|10202
89|4676|2004-12-27|"Aaron Thompson game 3."|"David"|"Gibbs"|"An Editor And Graduate Student"|"Los Angeles, California"|2400|11800|16|3|5000|9600|2400
89|4676|2004-12-27|"Aaron Thompson game 3."|"Christian"|"Mastrodonato"|"An Artist"|"San Francisco, California"|2400|1200|6|3|1200|1200|2400
89|4676|2004-12-27|"Aaron Thompson game 3."|"Aaron"|"Thompson"|"An Executive Assistant"|"Washington, D.C."|12799|17600|26|3|3200|16000|12799
90|3076|1998-01-05|""|"Michelle"|"Martinez"|"Sports Agate Clerk"|"Chalmette, Louisiana"|9100|4100|16|2|4000|4600|9100
90|3076|1998-01-05|""|"Adam"|"Brower"|"Graphic Artist"|"Chicago, Illinois"|10000|5900|17|5|1500|5200|10000
90|3076|1998-01-05|""|"Bill"|"Unterborn"|"Visual Merchandiser"|"Palmyra, New York"|10500|6600|18|2|2400|6600|10500
91|4677|2004-12-28|"Aaron Thompson game 4."|"Dan"|"Suzman"|"College Student Originally"|"Chevy Chase, Maryland"|17999|11400|19|4|5400|13800|17999
91|4677|2004-12-28|"Aaron Thompson game 4."|"Laurie"|"Genevro Cole"|"An Adjunct Professor And Town Council Member"|"Vienna, Virginia"|19000|9600|12|3|2000|9600|19000
91|4677|2004-12-28|"Aaron Thompson game 4."|"Aaron"|"Thompson"|"An Executive Assistant"|"Washington, D.C."|9400|13200|18|3|4500|9400|9400
92|735|1987-11-13|"1987 Tournament of Champions quarterfinal game 5. All Jeopardy! Round categories begin with an \"A\" and all Double Jeopardy! Round categories begin with a \"T\" as a tribute to Alex Trebek."|"Roger"|"Storm"|"Teacher"|"Fairview Park, Ohio"|8100|4100|15|4|1500|4100|8100
92|735|1987-11-13|"1987 Tournament of Champions quarterfinal game 5. All Jeopardy! Round categories begin with an \"A\" and all Double Jeopardy! Round categories begin with a \"T\" as a tribute to Alex Trebek."|"Doug"|"Molitor"|"Writer"|"Brentwood, California"|10000|9900|24|2|3600|10000|10000
92|735|1987-11-13|"1987 Tournament of Champions quarterfinal game 5. All Jeopardy! Round categories begin with an \"A\" and all Double Jeopardy! Round categories begin with a \"T\" as a tribute to Alex Trebek."|"John"|"Ryan"|"An Economist"|"Santa Barbara, California"|12200|5900|16|3|500|6100|12200
93|736|1987-11-16|"1987 Tournament of Champions semifinal game 1."|"Roger"|"Storm"|"Teacher"|"Fairview Park, Ohio"|1200|4500|14|2|1500|4500|1200
93|736|1987-11-16|"1987 Tournament of Champions semifinal game 1."|"Dave"|"Traini"|"Teacher"|"Medford Lakes, New Jersey"|13083|9700|23|3|3100|10083|13083
93|736|1987-11-16|"1987 Tournament of Champions semifinal game 1."|"Richard"|"Cordray"|"Judicial Clerk"|"Grove City, Ohio"|12400|3200|15|3|2100|6200|12400
94|4678|2004-12-29|""|"Larry"|"Haney"|"Retired Teacher"|"Buckner, Missouri"|-1300|7200|17|5|5100|1300|1300
94|4678|2004-12-29|""|"Eric"|"Schwendeman"|"Bookseller"|"Columbus, Ohio"|11500|13600|20|4|5600|14000|11500
94|4678|2004-12-29|""|"Laurie"|"Genevro Cole"|"An Adjunct Professor And Town Council Member"|"Vienna, Virginia"|1|6200|12|3|1000|6200|1
95|4679|2004-12-30|""|"Maura"|"Gatowski"|"Technology Manager"|"Beverly Hills, Michigan"|6200|6200|10|2|2600|6200|6200
95|4679|2004-12-30|""|"Doug"|"Esker"|"An Engineer"|"Saint Marys, Pennsylvania"|2599|12400|20|3|3600|16100|2599
95|4679|2004-12-30|""|"Eric"|"Schwendeman"|"Bookseller"|"Columbus, Ohio"|1|14000|21|5|7500|14800|1
96|4680|2004-12-31|"Kerry Breitenbach game 1."|"Michael"|"Starsinic"|"Mathematical Statistician"|"Bowie, Maryland"|399|13200|18|4|4400|12400|399
96|4680|2004-12-31|"Kerry Breitenbach game 1."|"Kerry"|"Breitenbach"|"Marketing Analyst"|"South Euclid, Ohio"|7300|14200|20|4|5000|12200|7300
96|4680|2004-12-31|"Kerry Breitenbach game 1."|"Maura"|"Gatowski"|"Technology Manager"|"Beverly Hills, Michigan"|3600|3600|12|2|4800|3600|3600
97|4681|2005-01-03|"Kerry Breitenbach game 2."|"Mia"|"Hasouris"|"An Apherisis Recruiter And Graduate Student"|"ST. Paul, Minnesota"|-400|-400|6|3|400|400|400
97|4681|2005-01-03|"Kerry Breitenbach game 2."|"David"|"Jackman"|"Doctor"|"Boston, Massachusetts"|8400|8600|17|4|6200|9400|8400
97|4681|2005-01-03|"Kerry Breitenbach game 2."|"Kerry"|"Breitenbach"|"Marketing Analyst"|"South Euclid, Ohio"|21000|19400|23|1|10000|22000|21000
98|4682|2005-01-04|"Kerry Breitenbach game 3."|"Inez"|"Friedman-Boyce"|"An Attorney"|"Newton, Massachusetts"|8200|7200|10|2|2000|7200|8200
98|4682|2005-01-04|"Kerry Breitenbach game 3."|"Chris"|"Mullins"|"Computer Programmer"|"Louisville, Kentucky"|14500|12200|20|2|6200|13100|14500
98|4682|2005-01-04|"Kerry Breitenbach game 3."|"Kerry"|"Breitenbach"|"Marketing Analyst"|"South Euclid, Ohio"|27300|22800|26|2|4400|26800|27300
99|4683|2005-01-05|"Kerry Breitenbach game 4."|"Val"|"Nieman"|"College Professor And Writer"|"Greensboro, North Carolina"|12000|11000|18|5|3400|11000|12000
99|4683|2005-01-05|"Kerry Breitenbach game 4."|"Harry"|"Hall"|"Systems Manager"|"Cleveland, Ohio"|6000|11600|15|1|7000|13000|6000
99|4683|2005-01-05|"Kerry Breitenbach game 4."|"Kerry"|"Breitenbach"|"Marketing Analyst"|"South Euclid, Ohio"|26100|18800|21|1|5200|17200|26100
100|4684|2005-01-06|"Kerry Breitenbach game 5."|"Nick"|"Hoffmann"|"Graduate Student"|"Pittsburgh, Pennsylvania"|3900|11600|21|4|4800|12000|3900
